Reporter,Year,Sector,Subsector,Primary NAICS Code,NAICS Definition,Parent Company,City,County,Jurisdiction,Total Emissions (MTCO2e),Biogenic Carbon Dioxide (MTCO2e),Carbon Dioxide (MTCO2e),Methane (MTCO2e),Nitrous Oxide (MTCO2e),HFCs (MTCO2e),PFCs (MTCO2e),Sulfur Hexafluoride (MTCO2e),Fluorinated - Other (MTCO2e),Notes,Point Size,Location,Location duplicate,Latitude,Longitude,New Georeferenced Column,Counties,Congressional Districts,WAOFM - GIS - Legislative District Boundary
Tree Top - Prosser,2015,Food Production,Fruit Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",Tree Top Inc.,Prosser,Benton,Benton Clean Air Agency,18596,0,18577,9,10,0,0,0,0,,1,"(46.21842, -119.73397)","(46.21842, -119.73397)",46.21842,-119.73397,POINT (-119.73397 46.21842),2955,4,23
Marathon Anacortes Refinery - Anacortes,2015,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,Marathon Petroleum Corp,Anacortes,Skagit,Northwest Clean Air Agency,1288787,0,1283000,2554,3232,0,0,0,0,,4,"(48.493816, -122.564845)","(48.493816, -122.564845)",48.493816,-122.564845,POINT (-122.564845 48.493816),3212,2,43
Puget Sound Energy - Goldendale Generating Station - Goldendale,2013,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Goldendale,Klickitat,Ecology: Central Regional Office,544866,0,544312,252,301,0,0,0,0,,3,"(45.8114, -120.833)","(45.8114, -120.833)",45.8114,-120.833,POINT (-120.833 45.8114),3195,3,20
Sierra Pacific Industries - Aberdeen,2019,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Aberdeen,Grays Harbor,Olympic Region Clean Air Agency,281133,275592,1858,530,3153,0,0,0,0,,3,"(46.971875, -123.775526)","(46.971875, -123.775526)",46.971875,-123.775526,POINT (-123.775526 46.971875),2983,6,26
WestRock LLC - Longview,2014,Pulp and Paper,Kraft Mills,322130,Paperboard Mills,Kapstone Paper & Packaging Corp.,Longview,Cowlitz,Ecology: Industrial Section,1774975,1627697,140100,1429,5749,0,0,0,0,,4,"(46.10361, -122.92167)","(46.10361, -122.92167)",46.10361,-122.92167,POINT (-122.92167 46.10361),2978,3,26
"Solvay Chemicals, Inc. - Longview",2019,Chemicals,Other Chemicals,325180,Other Basic Inorganic Chemical Manufacturing,Solvay Chemicals Inc.,Longview,Cowlitz,Southwest Clean Air Agency,51719,0,51719,0,0,0,0,0,0,,2,"(46.137218, -122.982847)","(46.137218, -122.982847)",46.137218,-122.982847,POINT (-122.982847 46.137218),2978,3,26
HollyFrontier Puget Sound Refinery LLC - Anacortes,2013,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,Shell Petroleum Inc.,Anacortes,Skagit,Northwest Clean Air Agency,2007178,0,1995767,7022,4389,0,0,0,0,Assigned emissions level to account for calculation methodology changes for the delayed coking unit.,5,"(48.470931, -122.559161)","(48.470931, -122.559161)",48.470931,-122.559161,POINT (-122.559161 48.470931),3212,2,43
"SEH America, Inc - Vancouver",2013,Manufacturing,Electronics Industry,334413,Semiconductor and Related Device Manufacturing,SEH America Inc.,Vancouver,Clark,Southwest Clean Air Agency,13852,0,13838,7,8,0,0,0,0,,1,"(45.649912, -122.553612)","(45.649912, -122.553612)",45.649912,-122.553612,POINT (-122.553612 45.649912),2977,3,24
King County Solid Waste Cedar Hills Landfill - Maple Valley,2013,Waste,Landfills,562212,Solid Waste Landfill,King County Solid Waste Division,Maple Valley,King,Puget Sound Clean Air Agency,65974,0,220,65753,1,0,0,0,0,Assigned emissions level: reported under obsolete method.,2,"(47.462625, -122.046025)","(47.462625, -122.046025)",47.462625,-122.046025,POINT (-122.046025 47.462625),3009,8,6
Northwest Pipeline C/S - Washougal,2018,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Washougal,Clark,Southwest Clean Air Agency,16346,0,14727,1611,8,0,0,0,0,,1,"(45.63236, -122.36516)","(45.63236, -122.36516)",45.63236,-122.36516,POINT (-122.36516 45.63236),2977,3,20
Michelsen Packaging - Yakima,2017,Pulp and Paper,Other Pulp and Paper,322299,All Other Converted Paper Product Manufacturing,Michelson Packaging Co.,Yakima,Yakima,Yakima Regional Clean Air Agency,9847,0,9836,5,6,0,0,0,0,,1,"(46.604058, -120.513015)","(46.604058, -120.513015)",46.604058,-120.513015,POINT (-120.513015 46.604058),2746,4,20
Terrace Heights Landfill - Yakima,2017,Waste,Landfills,562212,Solid Waste Landfill,Yakima County Public Services - Solid Waste Division,Yakima,Yakima,Yakima Regional Clean Air Agency,114513,0,20,114494,0,0,0,0,0,,3,"(46.610031, -120.39408)","(46.610031, -120.39408)",46.610031,-120.39408,POINT (-120.39408 46.610031),2746,4,22
Northwest Pipeline C/S - Washougal,2020,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Washougal,Clark,Southwest Clean Air Agency,19363,0,17795,1558,10,0,0,0,0,,1,"(45.63236, -122.36516)","(45.63236, -122.36516)",45.63236,-122.36516,POINT (-122.36516 45.63236),2977,3,20
Grays Harbor Energy Center - Elma,2014,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,,Elma,Grays Harbor,EFSEC,650571,0,649910,301,359,0,0,0,0,,3,"(46.9688, -123.48)","(46.9688, -123.48)",46.9688,-123.48,POINT (-123.48 46.9688),2983,6,26
Cowlitz County Headquarters Landfill - Castle Rock,2014,Waste,Landfills,562212,Solid Waste Landfill,Cowlitz County,Castle Rock,Cowlitz,Southwest Clean Air Agency,154619,1205,0,153411,4,0,0,0,0,,3,"(46.246902, -122.772284)","(46.246902, -122.772284)",46.246902,-122.772284,POINT (-122.772284 46.246902),2978,3,27
Tree Top - Wenatchee,2020,Food Production,Fruit Products,311423,Dried and Dehydrated Food Manufacturing,Tree Top Inc.,Wenatchee,Chelan,Ecology: Central Regional Office,9129,0,9119,4,5,0,0,0,0,,1,"(47.48938, -120.31426)","(47.48938, -120.31426)",47.48938,-120.31426,POINT (-120.31426 47.48938),2956,8,18
Spectrum Glass Company - Woodinville,2014,Minerals,Glass Production,327211,Flat Glass Manufacturing,Vanguard Properties Co.,Woodinville,King,Puget Sound Clean Air Agency,11739,0,11728,5,6,0,0,0,0,,1,"(47.777004, -122.148978)","(47.777004, -122.148978)",47.777004,-122.148978,POINT (-122.148978 47.777004),3213,1,1
Northwest Pipeline C/S - Chehalis,2013,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Chehalis,Lewis,Southwest Clean Air Agency,8637,0,7376,1257,4,0,0,0,0,,1,"(46.533325, -122.87373)","(46.533325, -122.87373)",46.533325,-122.87373,POINT (-122.87373 46.533325),3196,3,27
Lamb Weston - Warden,2012,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Warden,Grant,Ecology: Eastern Regional Office,17141,0,17123,8,10,0,0,0,0,,1,"(46.971504, -119.055427)","(46.971504, -119.055427)",46.971504,-119.055427,POINT (-119.055427 46.971504),2982,4,19
Alon Asphalt Company - Seattle,2015,Petroleum Systems,Other Petroleum Systems,324121,Asphalt Paving Mixture and Block Manufacturing,Alon USA LP,Seattle,King,Puget Sound Clean Air Agency,13688,0,13665,16,7,0,0,0,0,,1,"(47.781642, -122.395299)","(47.781642, -122.395299)",47.781642,-122.395299,POINT (-122.395299 47.781642),3213,7,21
City of Tacoma Solid Waste Facility - Tacoma,2019,Waste,Landfills,562212,Solid Waste Landfill,City of Tacoma,Tacoma,Pierce,Puget Sound Clean Air Agency,9793,0,0,9793,0,0,0,0,0,,1,"(47.223413, -122.499775)","(47.223413, -122.499775)",47.223413,-122.499775,POINT (-122.499775 47.223413),3210,6,35
Port Townsend Paper Corporation - Port Townsend,2017,Pulp and Paper,Kraft Mills,322121,Paper (except Newsprint) Mills,Port Townsend Paper Corp.,Port Townsend,Jefferson,Ecology: Industrial Section,602488,547591,49839,2465,2594,0,0,0,0,,3,"(48.093793, -122.796806)","(48.093793, -122.796806)",48.093793,-122.796806,POINT (-122.796806 48.093793),3008,6,30
Alcoa Intalco Works - Ferndale,2018,Metals,Aluminum Production,331312,Primary Aluminum Production,Alcoa Corp.,Ferndale,Whatcom,Ecology: Industrial Section,1130624,0,340166,9297,32,0,781130,0,0,PFC emissions based on old source test information.,4,"(48.8455, -122.7055)","(48.8455, -122.7055)",48.8455,-122.7055,POINT (-122.7055 48.8455),2744,1,44
University of Washington Seattle Campus - Seattle,2012,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Seattle,King,Puget Sound Clean Air Agency,83585,0,83499,39,47,0,0,0,0,,2,"(47.653614, -122.303608)","(47.653614, -122.303608)",47.653614,-122.303608,POINT (-122.303608 47.653614),3009,7,4
"Tyson Fresh Meats, Inc. - Wallula",2015,Food Production,Meat Products,311611,Animal (except Poultry) Slaughtering,"Tyson Foods, Inc",Wallula,Walla Walla,Ecology: Eastern Regional Office,74580,0,20808,53760,12,0,0,0,0,,2,"(46.137521, -118.913051)","(46.137521, -118.913051)",46.137521,-118.913051,POINT (-118.913051 46.137521),2743,4,23
Northwest Pipeline C/S - Sumner,2013,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,The Williams Companies Inc.,Sumner,Pierce,Puget Sound Clean Air Agency,19881,0,19342,528,11,0,0,0,0,,1,"(47.228986, -122.209551)","(47.228986, -122.209551)",47.228986,-122.209551,POINT (-122.209551 47.228986),3210,8,15
Puget Sound Energy - Fredonia Generating Station - Mount Vernon,2016,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Mount Vernon,Skagit,Northwest Clean Air Agency,163717,0,163548,77,92,0,0,0,0,,3,"(48.4553, -122.435)","(48.4553, -122.435)",48.4553,-122.435,POINT (-122.435 48.4553),3212,2,16
CertainTeed Gypsum - Seattle,2019,Manufacturing,Building Products,327420,Gypsum Product Manufacturing,Saint-Gobain Corporation,Seattle,King,Puget Sound Clean Air Agency,49333,0,49282,23,28,0,0,0,0,,2,"(47.548056, -122.336944)","(47.548056, -122.336944)",47.548056,-122.336944,POINT (-122.336944 47.548056),3009,7,17
"Boise Cascade Wood Products, LLC.  Kettle Falls Plywood - Kettle Falls",2016,Wood Products,Other Wood Products,321212,Softwood Veneer and Plywood Manufacturing,Boise Cascade Company,Kettle Falls,Stevens,Ecology: Eastern Regional Office,73564,70714,1903,137,810,0,0,0,0,,2,"(48.613175, -118.116106)","(48.613175, -118.116106)",48.613175,-118.116106,POINT (-118.116106 48.613175),2741,5,10
"Interfor US, Inc. - Tacoma",2014,Wood Products,Lumber Mills,321113,Sawmills,Simpson Lumber Company LLC,Tacoma,Pierce,Puget Sound Clean Air Agency,16287,0,16270,8,9,0,0,0,0,Last year reporting.  Facility shut down.,1,"(47.260211, -122.426476)","(47.260211, -122.426476)",47.260211,-122.426476,POINT (-122.426476 47.260211),3210,9,11
Darigold - Lynden,2016,Food Production,Dairy Products,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Darigold Inc.,Lynden,Whatcom,Northwest Clean Air Agency,19646,0,19625,9,11,0,0,0,0,,1,"(48.947567, -122.451915)","(48.947567, -122.451915)",48.947567,-122.451915,POINT (-122.451915 48.947567),2744,1,44
"El Oro Cattle Feeders, LLC - Moses Lake",2019,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Agri Beef Co.,Moses Lake,Grant,Ecology: Eastern Regional Office,27324,0,0,2116,25208,0,0,0,0,,2,"(47.052176, -119.093815)","(47.052176, -119.093815)",47.052176,-119.093815,POINT (-119.093815 47.052176),2982,4,19
bp Cherry Point Refinery - Blaine,2014,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,,Blaine,Whatcom,Northwest Clean Air Agency,2078479,0,2067290,6626,4562,0,0,0,0,"Assigned emissions level to account for calculation methodology changes to coke calcining units, delayed coking unit, and process vents.",5,"(48.8864, -122.7353)","(48.8864, -122.7353)",48.8864,-122.7353,POINT (-122.7353 48.8864),2744,1,44
"Analog Devices, Inc. - Camas",2020,Manufacturing,Electronics Industry,334413,Semiconductor and Related Device Manufacturing,Linear Technology Corporation,Camas,Clark,Southwest Clean Air Agency,13820,0,1957,1,1480,2084,4459,3641,198,,1,"(45.598844, -122.45232)","(45.598844, -122.45232)",45.598844,-122.45232,POINT (-122.45232 45.598844),2977,3,25
Basic American Foods - Moses Lake,2012,Food Production,Potato Products,311423,Dried and Dehydrated Food Manufacturing,Basic American Inc.,Moses Lake,Grant,Ecology: Eastern Regional Office,28205,0,28176,13,16,0,0,0,0,,2,"(47.075183, -119.220408)","(47.075183, -119.220408)",47.075183,-119.220408,POINT (-119.220408 47.075183),2982,4,19
Inland Empire Paper Company - Spokane,2017,Pulp and Paper,Other Pulp and Paper,322122,Newsprint Mills,Cowles Publishing Co.,Spokane,Spokane,Spokane Regional Clean Air Agency,28859,17620,10992,39,208,0,0,0,0,,2,"(47.688295, -117.279323)","(47.688295, -117.279323)",47.688295,-117.279323,POINT (-117.279323 47.688295),3214,5,5
"Emerald Kalama Chemical, LLC - Kalama",2012,Chemicals,Other Chemicals,325199,All Other Basic Organic Chemical Manufacturing,Emerald Performance Materials LLC,Kalama,Cowlitz,Southwest Clean Air Agency,61809,0,61744,30,35,0,0,0,0,,2,"(46.02191, -122.85698)","(46.02191, -122.85698)",46.02191,-122.85698,POINT (-122.85698 46.02191),2978,3,27
Bonneville Power Administration - WA Only - statewide,2019,Power Plants,Electrical Transmission and Distribution,221121,Electric Bulk Power Transmission and Control,US Government,Vancouver,Clark,Southwest Clean Air Agency,10415,0,0,0,0,0,0,10415,0,,1,"(45.661178, -122.658608)","(45.661178, -122.658608)",45.661178,-122.658608,POINT (-122.658608 45.661178),2977,3,8
Boeing Commercial Airplanes - Everett,2017,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Everett,Snohomish,Puget Sound Clean Air Agency,80529,0,80446,38,45,0,0,0,0,,2,"(47.918622, -122.276987)","(47.918622, -122.276987)",47.918622,-122.276987,POINT (-122.276987 47.918622),3213,2,40
Seattle-Tacoma International Airport - Seattle,2014,Government,Other Government,488119,Other Airport Operations,Port of Seattle,Seattle,King,Puget Sound Clean Air Agency,15754,0,15738,7,9,0,0,0,0,,1,"(47.443643, -122.302452)","(47.443643, -122.302452)",47.443643,-122.302452,POINT (-122.302452 47.443643),3009,9,36
US Army Joint Base Lewis-McChord - Pierce Co.,2017,Government,National Security,928110,National Security,US Government,Joint Base Lewis-McChord,Pierce,Puget Sound Clean Air Agency,78440,0,59757,18648,36,0,0,0,0,,2,"(47.1142, -122.5365)","(47.1142, -122.5365)",47.1142,-122.5365,POINT (-122.5365 47.1142),3210,10,34
Lamb Weston - Quincy,2015,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Quincy,Grant,Ecology: Eastern Regional Office,37922,0,37882,18,22,0,0,0,0,,2,"(47.234413, -119.869914)","(47.234413, -119.869914)",47.234413,-119.869914,POINT (-119.869914 47.234413),2982,4,19
Fairchild AFB - Spokane Co.,2019,Government,National Security,928110,National Security,US Government,Fairchild AFB,Spokane,Spokane Regional Clean Air Agency,13156,0,13142,6,7,0,0,0,0,,1,"(47.641332, -117.644832)","(47.641332, -117.644832)",47.641332,-117.644832,POINT (-117.644832 47.641332),3214,5,9
Matheson - Anacortes,2020,Petroleum Systems,Other Petroleum Systems,325120,Industrial Gas Manufacturing,Linde Gas North America LLC,Anacortes,Skagit,Northwest Clean Air Agency,47503,0,47503,0,0,0,0,0,0,,2,"(48.467646, -122.554343)","(48.467646, -122.554343)",48.467646,-122.554343,POINT (-122.554343 48.467646),3212,2,43
Matheson - Anacortes,2016,Petroleum Systems,Other Petroleum Systems,325120,Industrial Gas Manufacturing,Linde Gas North America LLC,Anacortes,Skagit,Northwest Clean Air Agency,55071,0,55071,0,0,0,0,0,0,,2,"(48.467646, -122.554343)","(48.467646, -122.554343)",48.467646,-122.554343,POINT (-122.554343 48.467646),3212,2,43
Alcoa Intalco Works - Ferndale,2015,Metals,Aluminum Production,331312,Primary Aluminum Production,Alcoa Corp.,Ferndale,Whatcom,Ecology: Industrial Section,1195786,0,418042,10480,34,0,767230,0,0,PFC emissions based on old source test information.,4,"(48.8455, -122.7055)","(48.8455, -122.7055)",48.8455,-122.7055,POINT (-122.7055 48.8455),2744,1,44
"Nucor Steel Seattle, Inc, - Seattle",2019,Metals,Iron and Steel Production,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Nucor Corporation,Seattle,King,Puget Sound Clean Air Agency,85248,0,85210,17,21,0,0,0,0,,2,"(47.569331, -122.367332)","(47.569331, -122.367332)",47.569331,-122.367332,POINT (-122.367332 47.569331),3009,7,37
Washington State University - Pullman,2012,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Pullman,Whitman,Ecology: Eastern Regional Office,56680,0,56619,27,33,0,0,0,0,,2,"(46.728702, -117.151481)","(46.728702, -117.151481)",46.728702,-117.151481,POINT (-117.151481 46.728702),2745,5,13
Agrium Kennewick Fertilizer Operations (KFO) - Kennewick,2020,Chemicals,Fertilizer Production,325311,Nitrogenous Fertilizer Manufacturing,Agrium US Inc.,Kennewick,Benton,Benton Clean Air Agency,144928,0,10847,1,134080,0,0,0,0,,3,"(46.165957, -119.017218)","(46.165957, -119.017218)",46.165957,-119.017218,POINT (-119.017218 46.165957),2955,4,23
Ascensus Specialties LLC - Elma,2020,Chemicals,Other Chemicals,325180,Other Basic Inorganic Chemical Manufacturing,Ascensus Specialties LLC,Elma,Grays Harbor,Olympic Region Clean Air Agency,18037,0,18019,9,10,0,0,0,0,,1,"(46.995459, -123.382316)","(46.995459, -123.382316)",46.995459,-123.382316,POINT (-123.382316 46.995459),2983,6,30
Packaging Corporation of America - Wallula,2015,Pulp and Paper,Kraft Mills,322121,Paper (except Newsprint) Mills,Packaging Corp of America,Wallula,Walla Walla,Ecology: Industrial Section,857103,717427,123676,13445,2556,0,0,0,0,,3,"(46.10396, -118.9184)","(46.10396, -118.9184)",46.10396,-118.9184,POINT (-118.9184 46.10396),2743,4,23
U.S. Department of Energy Hanford Site - Richland,2015,Government,Other Government,924110,Administration of Air and Water Resource and Solid Waste Management Programs,US Government,Richland,Benton,Ecology: NWP,15494,0,5571,9912,10,0,0,0,0,,1,"(46.55069, -119.489007)","(46.55069, -119.489007)",46.55069,-119.489007,POINT (-119.489007 46.55069),2955,4,12
Hampton Lumber Mills Washington Inc. - Morton,2017,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Morton,Lewis,Southwest Clean Air Agency,36531,36045,5,69,412,0,0,0,0,,2,"(46.565997, -122.269573)","(46.565997, -122.269573)",46.565997,-122.269573,POINT (-122.269573 46.565997),3196,3,27
City of Enumclaw Gas Utility - supplier,2017,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,City of Enumclaw,Enumclaw,Pierce,Puget Sound Clean Air Agency,24896,0,24871,12,14,0,0,0,0,Currently Undergoing Verification.,1,,,,,,,,
Basic American Foods - Moses Lake,2017,Food Production,Potato Products,311423,Dried and Dehydrated Food Manufacturing,Basic American Inc.,Moses Lake,Grant,Ecology: Eastern Regional Office,30576,0,30545,15,17,0,0,0,0,,2,"(47.075183, -119.220408)","(47.075183, -119.220408)",47.075183,-119.220408,POINT (-119.220408 47.075183),2982,4,19
Ardagh Glass Inc. - Seattle,2013,Minerals,Glass Production,327213,Glass Container Manufacturing,Ardagh Holdings USA Inc.,Seattle,King,Puget Sound Clean Air Agency,80745,0,80683,29,34,0,0,0,0,,2,"(47.55242, -122.33739)","(47.55242, -122.33739)",47.55242,-122.33739,POINT (-122.33739 47.55242),3009,7,17
Northwest Pipeline C/S - Goldendale,2021,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Goldendale,Klickitat,Ecology: Central Regional Office,22951,0,20025,2915,11,0,0,0,0,,1,"(45.771216, -120.799267)","(45.771216, -120.799267)",45.771216,-120.799267,POINT (-120.799267 45.771216),3195,3,20
DH Feeders - Eltopia,2017,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Easterday Ranches,Eltopia,Franklin,Ecology: Eastern Regional Office,13991,0,1067,1002,11923,0,0,0,0,,1,"(46.50919, -118.881203)","(46.50919, -118.881203)",46.50919,-118.881203,POINT (-118.881203 46.50919),2981,4,13
Central Washington University - Ellensburg,2016,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Ellensburg,Kittitas,Ecology: Central Regional Office,12278,0,12265,6,7,0,0,0,0,,1,"(47.003202, -120.544513)","(47.003202, -120.544513)",47.003202,-120.544513,POINT (-120.544513 47.003202),3194,8,19
CenTrio Energy Seattle LLC - Seattle,2017,Power Plants,"Other Power, Heating, or Cooling Plants",221330,Steam and Air-Conditioning Supply,"BIF II District Energy Holdings III, Delaware",Seattle,King,Puget Sound Clean Air Agency,72281,0,72206,34,41,0,0,0,0,,2,"(47.6068, -122.340179)","(47.6068, -122.340179)",47.6068,-122.340179,POINT (-122.340179 47.6068),3009,7,4
